town_id,treatment,town_group,person_id,uses_new_seeds,hhld_size,age_head_hhld,married,lnearnings
266,1,3,4370,1,3,30,1,10.32051
266,1,3,4371,1,5,25,1,11.26245
266,0,3,4372,1,4,30,0,10.41404
266,1,3,4373,1,4,40,1,9.812164
266,1,3,4374,1,3,35,1,10.38263
266,1,3,4375,,3,40,1,
266,0,3,4376,1,3,40,1,10.81552
266,0,3,4377,1,3,40,1,9.805434
266,0,3,4378,0,6,35,1,11.18027
266,1,3,4379,1,6,25,0,10.11733
266,1,3,4380,1,4,30,0,10.23289
266,1,3,4381,1,6,40,1,10.42079
266,1,3,4382,1,2,30,1,9.57089
266,1,3,4383,1,6,35,0,11.89249
266,1,3,4384,1,3,35,1,9.832166
266,0,3,4385,1,4,40,0,10.52188
266,0,3,4386,1,3,40,1,9.613605
266,0,3,4387,1,5,40,0,10.50633
266,1,3,4388,,4,30,0,
266,1,3,4389,1,4,50,1,10.8819
266,1,3,4390,1,3,50,0,11.02784
266,1,3,4391,1,5,25,0,9.904949
266,0,3,4392,0,2,40,0,9.246296
266,1,3,4393,1,2,45,0,9.573577
266,0,3,4394,,2,40,1,
266,1,3,4395,1,4,30,1,10.77106
266,1,3,4396,1,3,35,1,11.08641
266,1,3,4397,1,4,30,0,9.768638
266,0,3,4398,0,4,40,1,9.329221
266,1,3,4399,1,5,30,0,10.48156
266,0,3,4400,,6,40,1,
266,0,3,4401,1,4,45,1,9.978517
266,1,3,4402,1,4,50,1,9.88886
266,1,3,4403,1,4,50,0,9.669785
266,1,3,4404,1,5,40,1,10.65887
266,1,3,4405,1,6,40,0,10.91931
266,0,3,4406,1,4,30,0,10.41891
266,1,3,4407,1,5,50,1,12.01431
266,1,3,4408,1,4,40,0,9.73165
266,1,3,4409,1,6,40,1,10.98249
266,1,3,4410,1,5,35,0,10.42976
266,0,3,4411,1,2,40,1,10.74586
266,0,3,4412,,6,50,0,
266,1,3,4413,1,2,25,1,10.56626
266,0,3,4414,1,4,35,1,10.65641
266,0,3,4415,0,3,40,1,9.237742
266,1,3,4416,1,6,40,1,11.86099
266,0,3,4417,1,4,40,0,11.24711
266,0,3,4418,,4,50,0,
266,0,3,4419,1,4,30,0,9.228782
266,0,3,4420,1,2,30,0,10.06425
266,0,3,4421,1,3,40,1,9.25587
266,0,3,4422,1,4,40,1,10.78286
266,1,3,4423,1,5,50,1,10.43417
266,1,3,4424,1,2,40,0,9.912241
266,1,3,4425,1,4,35,1,10.81809
266,1,3,4426,,2,50,0,
266,0,3,4427,1,4,25,0,10.53334
266,1,3,4428,,4,35,0,
266,1,3,4429,1,3,40,0,9.098579
266,1,3,4430,1,2,30,0,10.12857
266,1,3,4431,1,6,40,0,10.63063
266,1,3,4432,1,4,35,1,10.94361
266,0,3,4433,1,6,30,1,11.3379
266,1,3,4434,1,4,40,0,10.15248
266,1,3,4435,1,5,30,0,10.28448
266,1,3,4436,1,4,40,1,10.11345
266,1,3,4437,1,6,35,1,10.45547
266,1,3,4438,1,4,30,0,10.10288
266,1,3,4439,1,6,40,0,11.12574
266,0,3,4440,1,3,40,1,10.97573
266,1,3,4441,1,3,30,1,10.39991
266,1,3,4442,1,4,30,0,10.13997
266,1,3,4443,1,2,35,1,9.993368
266,1,3,4444,,4,40,1,
266,1,3,4445,1,2,50,0,10.37701
266,1,3,4446,1,4,40,0,10.24588
266,0,3,4447,1,4,40,0,10.91952
266,1,3,4448,1,5,40,1,9.567108
266,1,3,4449,1,6,40,0,11.05851
266,1,3,4450,1,5,35,0,9.788798
266,0,3,4451,1,2,40,0,9.363785
266,1,3,4452,1,4,30,0,10.36405
266,1,3,4453,1,5,25,0,9.543342
266,1,3,4454,1,4,35,0,10.78745
266,1,3,4455,,4,30,1,
266,1,3,4456,1,5,35,1,9.082289
266,1,3,4457,1,4,50,1,9.895351
266,1,3,4458,1,2,40,0,9.493592
266,1,3,4459,1,6,35,1,10.86973
266,1,3,4460,1,4,40,0,10.66191
266,0,3,4461,1,6,50,1,11.41091
266,0,3,4462,1,5,45,0,11.42958
266,1,3,4463,1,2,30,0,10.74443
266,1,3,4464,1,4,30,1,10.72041
266,1,3,4465,1,2,30,1,10.50598
266,0,3,4466,0,4,45,1,10.14818
266,1,3,4467,1,4,30,1,10.0216
266,1,3,4468,1,5,30,0,10.40407
266,1,3,4469,1,5,30,0,9.815221
266,0,3,4470,1,3,40,1,10.70626
266,1,3,4471,1,4,35,1,10.47534
266,1,3,4472,,5,30,1,
266,1,3,4473,1,2,30,0,9.871708
266,0,3,4474,1,4,35,0,11.08136
266,0,3,4475,1,5,25,0,10.98319
266,0,3,4476,1,4,30,1,9.876582
266,1,3,4477,1,5,30,0,10.96859
266,0,3,4478,1,4,45,0,10.35838
266,0,3,4479,0,4,30,0,9.959574
266,1,3,4480,,4,40,0,
266,0,3,4481,1,2,30,1,10.29461
266,1,3,4482,1,2,40,0,9.557711
266,1,3,4483,1,6,40,0,11.34919
266,1,3,4484,1,2,35,0,9.253344
266,0,3,4485,1,5,30,1,11.85921
266,1,3,4486,,4,35,1,
266,1,3,4487,1,4,40,0,11.70552
266,0,3,4488,1,6,40,0,12.14545
266,1,3,4489,1,3,50,1,9.532934
266,1,3,4490,1,5,40,1,11.63374
266,0,3,4491,,3,40,1,
266,1,3,4492,,4,40,1,
266,1,3,4493,1,2,40,1,10.16466
266,0,3,4494,1,2,35,1,10.12322
266,1,3,4495,1,2,35,0,9.37677
266,0,3,4496,1,6,45,1,11.28375
266,0,3,4497,1,3,45,1,10.70276
266,1,3,4498,1,4,30,0,10.9826
266,1,3,4499,1,2,40,1,10.11126
266,0,3,4500,1,3,35,0,9.354392
266,1,3,4501,,5,30,1,
266,1,3,4502,1,2,30,1,9.109099
266,1,3,4503,,3,35,0,
266,0,3,4504,0,4,40,0,9.985031
266,0,3,4505,0,3,40,1,10.85926
265,1,3,4506,1,3,35,0,10.24441
265,0,3,4507,0,4,45,1,10.73533
265,0,3,4508,1,3,40,1,10.51145
265,1,3,4509,1,5,30,1,11.8242
265,1,3,4510,,2,30,1,
265,1,3,4511,1,2,35,0,9.084238
265,1,3,4512,,6,35,1,
265,1,3,4513,1,4,40,0,10.05094
265,1,3,4514,1,2,30,1,9.716283
265,1,3,4515,1,6,30,1,9.488682
265,1,3,4516,1,2,30,0,10.77044
265,0,3,4517,,4,40,0,
265,1,3,4518,1,6,40,1,11.20234
265,1,3,4519,1,3,30,0,9.844007
265,1,3,4520,1,4,35,0,11.10542
265,1,3,4521,1,3,40,0,9.473169
265,0,3,4522,0,6,50,0,10.55288
265,0,3,4523,1,4,35,1,10.23255
265,1,3,4524,,3,40,0,
265,1,3,4525,1,2,30,0,10.49512
265,1,3,4526,1,4,40,0,11.45809
265,0,3,4527,1,2,40,1,10.30684
265,1,3,4528,1,3,35,1,10.42388
265,0,3,4529,0,3,40,0,9.522887
265,1,3,4530,1,4,35,1,10.22667
265,1,3,4531,1,2,35,0,9.153467
265,1,3,4532,1,2,45,1,10.90551
265,1,3,4533,1,2,25,0,8.905922
265,1,3,4534,1,6,40,0,10.58274
265,1,3,4535,1,4,30,1,9.773574
265,1,3,4536,,3,40,0,
265,1,3,4537,1,3,35,0,11.06686
265,1,3,4538,1,2,35,0,9.689213
265,0,3,4539,1,6,45,1,11.46589
265,1,3,4540,1,2,40,1,10.1552
265,1,3,4541,,6,40,1,
265,1,3,4542,1,6,40,0,10.92336
265,1,3,4543,1,4,30,1,10.79813
265,1,3,4544,1,5,30,1,10.62502
265,1,3,4545,1,5,30,1,11.13076
265,1,3,4546,1,2,35,0,10.894
265,0,3,4547,1,4,45,1,9.355473
265,1,3,4548,,2,50,1,
265,1,3,4549,1,5,35,1,10.67729
265,1,3,4550,1,4,40,0,10.34442
265,1,3,4551,1,3,40,0,11.05271
265,1,3,4552,1,2,30,0,8.627885
265,1,3,4553,1,5,50,0,10.6603
265,1,3,4554,,2,35,1,
265,1,3,4555,1,5,30,0,10.24331
265,1,3,4556,1,5,40,0,10.77141
265,1,3,4557,1,5,25,1,10.92323
265,1,3,4558,1,5,25,0,9.588798
265,0,3,4559,1,2,30,1,9.0791
265,1,3,4560,1,3,35,1,10.06697
265,0,3,4561,1,2,40,1,10.21237
265,1,3,4562,,4,40,0,
265,1,3,4563,1,3,40,0,9.337749
265,1,3,4564,1,3,30,0,9.854732
265,1,3,4565,1,4,30,1,10.07652
265,1,3,4566,,4,25,1,
265,1,3,4567,1,3,40,0,10.84214
265,0,3,4568,1,4,25,0,9.884438
265,1,3,4569,,4,30,1,
265,1,3,4570,1,4,30,0,10.73969
265,1,3,4571,1,3,40,1,11.09304
265,1,3,4572,,6,35,0,
265,1,3,4573,,3,35,0,
265,1,3,4574,1,4,40,0,10.52057
265,1,3,4575,1,5,40,1,11.25755
265,1,3,4576,,5,30,0,
265,1,3,4577,1,3,50,0,11.37793
265,1,3,4578,1,2,35,1,9.450019
265,0,3,4579,0,4,30,1,9.942992
265,1,3,4580,1,3,45,0,10.67402
265,1,3,4581,1,6,50,1,10.83264
265,0,3,4582,0,4,25,0,9.761852
265,1,3,4583,1,3,30,1,10.23763
265,0,3,4584,1,5,30,1,10.71963
265,1,3,4585,1,2,30,1,9.117565
265,1,3,4586,1,4,35,1,10.0826
265,1,3,4587,1,5,40,1,10.83038
265,1,3,4588,1,3,40,0,11.25407
265,1,3,4589,1,2,40,1,9.975904
265,1,3,4590,1,4,40,0,10.71696
265,1,3,4591,,2,30,0,
265,1,3,4592,1,2,50,1,10.18393
265,1,3,4593,1,4,50,1,10.0727
265,1,3,4594,1,4,25,1,9.679384
265,1,3,4595,1,3,40,0,9.458181
265,1,3,4596,1,2,30,0,10.29892
265,1,3,4597,1,4,40,1,10.31139
265,1,3,4598,1,4,45,1,9.639826
265,1,3,4599,1,2,35,1,9.139886
265,1,3,4600,,5,30,1,
265,1,3,4601,1,2,30,0,9.581227
265,1,3,4602,1,4,40,1,9.439709
265,1,3,4603,1,4,40,0,10.39294
265,1,3,4604,1,6,40,1,12.0317
265,1,3,4605,,4,25,1,
265,0,3,4606,1,4,40,1,10.9057
265,1,3,4607,1,2,30,1,9.873916
265,0,3,4608,1,3,50,1,10.57329
265,1,3,4609,1,2,35,0,10.29995
265,1,3,4610,1,5,30,0,11.31425
265,1,3,4611,1,5,45,1,10.14627
265,1,3,4612,1,4,30,1,11.35588
265,1,3,4613,1,4,35,0,10.48945
265,1,3,4614,1,3,40,0,9.340247
265,1,3,4615,,3,30,1,
265,0,3,4616,1,2,35,1,10.06575
265,1,3,4617,1,3,45,1,10.08468
265,1,3,4618,,4,35,1,
265,1,3,4619,1,4,35,1,9.490972
265,1,3,4620,1,6,35,1,11.76118
265,1,3,4621,1,6,40,1,12.18145
265,0,3,4622,1,3,25,1,10.14072
265,0,3,4623,1,2,35,1,9.731134
265,0,3,4624,0,5,35,1,9.616095
265,1,3,4625,1,2,45,0,9.874715
265,0,3,4626,0,4,50,0,11.01262
265,1,3,4627,1,2,30,0,9.9338
265,0,3,4628,1,6,50,1,11.53122
265,0,3,4629,1,3,25,1,9.527976
265,0,3,4630,1,3,50,0,9.546265
265,1,3,4631,1,4,45,0,8.998188
265,0,3,4632,1,2,45,1,10.47899
265,0,3,4633,1,4,40,1,9.810779
265,1,3,4634,1,4,30,1,10.34573
265,1,3,4635,1,4,30,0,10.95673
265,1,3,4636,1,4,30,1,10.11551
265,0,3,4637,1,4,40,0,10.41489
265,1,3,4638,,2,30,0,
265,0,3,4639,1,2,40,0,9.481033
265,1,3,4640,1,5,25,1,9.944977
265,0,3,4641,1,6,25,1,11.33637
265,1,3,4642,1,4,45,1,11.41245
265,0,3,4643,1,3,35,0,9.049778
265,1,3,4644,,4,25,0,
265,0,3,4645,1,6,35,1,9.62197
265,1,3,4646,,4,25,0,
265,0,3,4647,1,4,40,1,10.03677
265,1,3,4648,1,6,40,0,11.50944
265,1,3,4649,1,6,30,0,10.59216
265,0,3,4650,1,5,30,1,11.58086
265,1,3,4651,1,2,25,1,8.90545
265,1,3,4652,1,2,40,0,9.136022
265,1,3,4653,1,6,25,0,11.59267
265,0,3,4654,,6,40,1,
265,1,3,4655,1,5,30,1,9.691249
265,1,3,4656,1,3,35,0,9.475151
265,1,3,4657,1,4,50,1,9.917437
265,1,3,4658,1,5,40,0,10.28668
265,0,3,4659,1,3,40,0,9.06971
265,1,3,4660,1,6,40,1,10.27341
265,0,3,4661,0,3,35,0,10.03839
265,1,3,4662,1,4,30,0,9.353153
265,1,3,4663,1,2,35,1,9.504195
265,1,3,4664,1,4,40,1,11.03276
265,1,3,4665,1,2,40,1,10.36038
265,1,3,4666,1,2,30,0,9.337965
265,1,3,4667,1,6,30,1,11.26939
265,1,3,4668,1,3,40,1,10.145
265,1,3,4669,1,4,35,0,9.476975
265,1,3,4670,1,4,35,1,10.75778
265,0,3,4671,,3,45,0,
265,1,3,4672,1,3,40,1,9.942625
265,1,3,4673,1,2,45,1,10.84832
265,1,3,4674,1,3,40,0,9.966553
265,1,3,4675,1,3,40,1,9.984281
265,1,3,4676,1,4,40,1,9.672358
265,1,3,4677,1,4,30,0,10.53664
265,1,3,4678,,6,35,0,
265,1,3,4679,1,4,30,1,9.735669
265,1,3,4680,1,3,35,1,11.06437
265,1,3,4681,1,4,40,1,9.959548
265,1,3,4682,1,6,30,1,12.23652
265,0,3,4683,0,6,30,1,10.56972
265,1,3,4684,1,5,40,0,9.63036
265,1,3,4685,1,3,35,0,8.978787
265,1,3,4686,1,5,30,1,11.5537
265,1,3,4687,1,4,30,0,11.06984
265,1,3,4688,1,3,35,0,10.08749
265,1,3,4689,,3,40,1,
265,0,3,4690,1,5,40,0,9.113334
265,0,3,4691,1,3,30,0,10.08007
265,1,3,4692,1,6,35,0,10.46389
265,1,3,4693,1,4,40,0,11.0195
265,1,3,4694,1,4,30,1,11.14448
265,1,3,4695,1,4,30,0,9.582961
265,0,3,4696,1,2,50,0,10.16677
265,1,3,4697,,5,35,1,
265,1,3,4698,,4,50,1,
265,1,3,4699,1,4,40,1,11.08791
265,1,3,4700,1,2,30,0,8.89819
265,0,3,4701,0,4,35,1,10.11806
265,1,3,4702,1,4,45,0,10.53557
265,0,3,4703,,4,30,1,
265,1,3,4704,1,2,45,1,9.982818
265,1,3,4705,,4,25,1,
265,1,3,4706,1,2,50,0,10.03781
265,0,3,4707,1,3,35,0,9.272865
265,1,3,4708,,5,30,0,
265,0,3,4709,1,3,25,1,10.14017
265,0,3,4710,1,4,40,1,9.593856
265,1,3,4711,1,6,35,0,10.88528
265,1,3,4712,1,4,30,0,10.05155
265,1,3,4713,1,3,40,0,10.82388
265,1,3,4714,1,6,40,1,10.5022
265,1,3,4715,1,5,40,1,10.18792
265,1,3,4716,1,6,40,1,9.784835
265,1,3,4717,1,5,25,1,11.03824
265,1,3,4718,1,4,40,0,11.79351
265,1,3,4719,1,5,30,0,11.6913
265,1,3,4720,,3,25,0,
265,1,3,4721,1,6,40,1,10.95679
265,1,3,4722,1,4,35,1,9.490452
265,1,3,4723,1,2,35,0,9.757775
265,1,3,4724,1,6,45,0,10.83113
265,1,3,4725,1,2,50,0,8.786579
265,0,3,4726,0,4,40,1,9.839163
265,0,3,4727,1,4,25,1,9.546691
265,0,3,4728,1,4,30,1,10.9945
265,1,3,4729,1,3,30,0,9.552016
265,1,3,4730,1,6,40,0,12.27816
265,0,3,4731,0,4,40,1,10.94513
265,0,3,4732,1,3,35,0,8.890518
265,1,3,4733,1,6,30,1,10.57992
265,0,3,4734,1,2,40,0,9.069779
265,1,3,4735,,3,25,0,
265,0,3,4736,1,4,30,0,9.963793
265,1,3,4737,1,4,50,0,10.81421
265,1,3,4738,1,4,40,0,10.43486
265,0,3,4739,,3,40,0,
265,1,3,4740,,4,30,0,
265,0,3,4741,0,3,50,0,9.231791
265,0,3,4742,1,4,40,1,10.34925
265,0,3,4743,1,5,40,0,10.47942
265,1,3,4744,1,4,45,1,9.74445
265,0,3,4745,,4,35,0,
265,1,3,4746,1,2,40,1,10.29679
265,1,3,4747,1,4,40,0,11.24344
265,0,3,4748,,6,30,0,
265,1,3,4749,1,6,30,1,10.40207
265,1,3,4750,1,6,35,1,10.77699
265,1,3,4751,1,4,30,0,11.04296
265,1,3,4752,1,5,40,0,11.28327
265,1,3,4753,1,4,40,0,11.01377
265,0,3,4754,,6,40,1,
265,0,3,4755,1,3,40,1,10.78168
265,0,3,4756,1,6,30,0,10.99971
265,1,3,4757,1,5,35,1,10.74854
265,1,3,4758,1,4,30,1,10.37526
265,1,3,4759,1,4,30,0,10.44021
265,1,3,4760,,5,40,0,
265,1,3,4761,1,4,30,0,11.04119
265,0,3,4762,1,3,25,1,9.106587
265,1,3,4763,1,4,30,0,9.589022
265,1,3,4764,1,5,40,1,10.21431
265,1,3,4765,1,4,40,1,10.14713
264,1,3,4766,1,5,40,0,10.57673
264,1,3,4767,1,4,25,1,9.721279
264,1,3,4768,1,6,40,0,11.35434
264,0,3,4769,1,4,25,0,10.67201
264,1,3,4770,1,6,50,1,10.93269
264,1,3,4771,,3,40,1,
264,0,3,4772,0,6,35,1,9.668512
264,0,3,4773,,4,35,1,
264,0,3,4774,0,4,40,0,10.02519
264,1,3,4775,1,6,35,0,10.94033
264,1,3,4776,1,5,25,0,11.83141
264,1,3,4777,1,2,25,1,10.59105
264,0,3,4778,,4,50,1,
264,1,3,4779,1,6,30,0,10.50961
264,1,3,4780,1,5,40,1,10.87024
264,1,3,4781,1,4,35,1,11.1398
264,0,3,4782,1,4,30,1,10.80956
264,1,3,4783,1,6,40,0,9.921713
264,1,3,4784,1,2,40,1,9.946527
264,1,3,4785,1,2,50,0,10.03991
264,1,3,4786,1,2,50,1,9.838983
264,1,3,4787,1,3,40,0,9.254974
264,0,3,4788,1,6,35,1,10.92484
264,1,3,4789,1,4,45,1,10.9947
264,1,3,4790,1,3,40,0,11.3681
264,1,3,4791,,2,50,1,
264,0,3,4792,0,4,40,0,9.394447
264,1,3,4793,1,5,40,1,10.19052
264,1,3,4794,1,2,35,0,9.711905
264,1,3,4795,,4,35,0,
264,1,3,4796,1,2,30,1,10.11276
264,1,3,4797,1,2,30,1,9.955375
264,1,3,4798,1,3,30,0,10.50243
264,1,3,4799,1,4,30,1,11.15348
264,0,3,4800,1,6,30,1,10.87576
264,1,3,4801,1,4,40,0,11.24103
264,1,3,4802,1,3,40,1,10.8083
264,1,3,4803,,2,40,0,
264,1,3,4804,1,4,50,0,10.0596
264,1,3,4805,1,5,30,0,11.07036
264,1,3,4806,1,4,50,1,10.54266
264,1,3,4807,1,3,45,0,9.888442
264,1,3,4808,1,2,35,0,9.477235
264,1,3,4809,1,6,30,1,12.03261
264,1,3,4810,1,5,30,1,10.82186
264,1,3,4811,1,5,40,1,11.56801
264,0,3,4812,1,4,35,0,11.02272
264,1,3,4813,,6,30,0,
264,1,3,4814,,4,30,0,
264,1,3,4815,1,2,30,0,8.706244
264,1,3,4816,1,4,40,1,10.51791
264,0,3,4817,1,2,40,1,10.98468
264,1,3,4818,1,3,35,1,10.7534
264,0,3,4819,1,4,45,1,11.56513
264,1,3,4820,1,4,40,0,9.593958
264,0,3,4821,0,5,30,1,10.49456
264,1,3,4822,1,6,50,1,11.90865
264,0,3,4823,1,6,45,1,10.63408
264,1,3,4824,1,4,40,1,10.58757
264,1,3,4825,1,4,25,1,10.80269
264,0,3,4826,1,6,30,1,11.62696
264,0,3,4827,,5,35,1,
264,1,3,4828,1,5,30,1,11.93969
264,1,3,4829,1,2,30,0,10.49927
264,1,3,4830,1,4,40,1,10.13832
264,1,3,4831,1,6,30,1,10.32762
264,1,3,4832,1,4,40,1,9.401106
264,1,3,4833,1,3,40,0,10.94979
264,1,3,4834,1,4,40,1,10.53843
264,1,3,4835,1,6,45,0,10.64096
264,0,3,4836,,5,40,1,
264,1,3,4837,1,5,40,0,10.51926
264,1,3,4838,1,2,40,1,10.52446
264,1,3,4839,1,4,40,0,10.96451
264,1,3,4840,,4,50,0,
264,1,3,4841,1,4,40,1,9.998478
264,0,3,4842,1,3,35,1,11.24592
264,1,3,4843,1,6,45,0,11.93581
264,1,3,4844,1,2,30,1,9.909013
264,1,3,4845,1,2,30,0,8.57515
264,1,3,4846,,6,40,1,
264,1,3,4847,1,4,35,1,10.95102
264,0,3,4848,1,3,40,0,10.0955
264,1,3,4849,,4,35,0,
264,1,3,4850,,4,40,0,
264,0,3,4851,1,5,40,1,10.59632
264,1,3,4852,,4,40,1,
264,0,3,4853,1,5,35,1,9.382886
264,0,3,4854,1,6,40,1,11.84322
264,0,3,4855,1,4,25,0,8.939368
264,1,3,4856,1,6,30,1,9.527613
264,1,3,4857,1,5,35,0,10.28128
264,1,3,4858,1,3,30,0,9.558673
264,1,3,4859,1,6,30,0,11.01288
264,1,3,4860,1,5,35,1,9.605933
264,0,3,4861,1,5,30,1,10.71045
264,1,3,4862,1,6,50,1,10.38264
264,1,3,4863,1,4,25,0,10.48882
264,1,3,4864,1,6,40,1,9.889563
264,1,3,4865,1,4,35,1,11.40436
264,1,3,4866,1,6,40,0,9.607283
264,1,3,4867,,3,35,1,
264,0,3,4868,1,6,30,1,11.62164
264,0,3,4869,0,6,35,1,10.92183
264,0,3,4870,1,5,40,1,11.14515
264,1,3,4871,1,4,45,1,10.81447
264,1,3,4872,1,3,40,1,8.908523
264,1,3,4873,1,5,40,1,11.29861
264,1,3,4874,1,2,25,1,8.805242
264,1,3,4875,1,2,40,1,10.11762
264,1,3,4876,1,4,50,1,9.980551
264,1,3,4877,1,4,45,1,10.78632
264,1,3,4878,,6,50,0,
264,1,3,4879,,3,35,1,
264,0,3,4880,1,2,50,0,9.661554
264,1,3,4881,1,5,40,1,10.59352
264,0,3,4882,,2,45,1,
264,0,3,4883,1,6,25,1,10.52124
264,1,3,4884,1,6,40,1,11.28648
264,1,3,4885,1,4,40,0,11.09146
264,0,3,4886,1,4,35,1,10.76865
264,0,3,4887,1,6,40,1,12.16713
264,1,3,4888,1,4,45,1,10.42344
264,1,3,4889,1,3,30,0,9.717294
264,1,3,4890,1,4,40,0,9.3478
264,0,3,4891,,4,40,1,
264,1,3,4892,1,4,40,1,9.519771
264,1,3,4893,1,3,50,0,10.05521
264,1,3,4894,1,2,50,0,9.495975
264,1,3,4895,1,4,50,1,11.96127
264,1,3,4896,1,5,45,0,10.74582
264,0,3,4897,0,3,35,0,8.691738
264,1,3,4898,,4,30,1,
264,1,3,4899,1,2,40,1,10.76715
264,1,3,4900,1,2,30,0,9.943502
264,1,3,4901,1,4,25,1,11.10447
264,1,3,4902,,6,40,0,
264,1,3,4903,,3,40,1,
264,0,3,4904,1,6,40,1,9.756823
264,1,3,4905,1,4,30,0,11.08983
264,1,3,4906,1,5,25,0,10.12819
264,1,3,4907,1,5,50,0,12.06375
264,1,3,4908,1,4,40,0,10.27641
264,1,3,4909,,2,30,1,
264,1,3,4910,1,4,50,0,10.51332
264,1,3,4911,1,6,30,1,9.794591
264,1,3,4912,,5,40,1,
264,1,3,4913,1,5,50,0,11.79073
264,1,3,4914,1,5,40,1,10.1681
264,1,3,4915,,6,40,0,
264,1,3,4916,1,4,40,0,10.80947
264,1,3,4917,1,5,30,1,10.95864
264,1,3,4918,,6,45,0,
264,1,3,4919,1,6,30,0,10.26371
264,0,3,4920,1,6,40,1,10.40331
264,1,3,4921,1,6,35,0,10.85317
264,1,3,4922,1,6,35,0,10.14867
264,0,3,4923,1,3,25,1,10.40615
264,1,3,4924,1,3,40,1,9.227853
264,1,3,4925,1,2,45,0,9.836343
264,1,3,4926,1,5,30,1,10.68599
264,1,3,4927,,3,40,1,
264,1,3,4928,,5,40,1,
264,1,3,4929,,2,40,1,
264,1,3,4930,,4,40,1,
264,1,3,4931,,4,40,0,
264,0,3,4932,1,6,40,1,10.99441
264,1,3,4933,1,4,30,0,11.43038
264,1,3,4934,1,4,40,1,10.04547
264,1,3,4935,1,3,30,1,9.914973
264,0,3,4936,,4,35,1,
264,1,3,4937,1,4,40,0,11.22112
264,1,3,4938,1,2,35,1,11.00749
264,1,3,4939,1,6,45,0,10.08555
264,1,3,4940,1,5,40,1,10.99813
264,1,3,4941,1,6,50,1,11.67541
264,1,3,4942,1,3,45,0,9.188068
264,1,3,4943,1,6,40,1,11.4437
264,1,3,4944,1,4,40,1,10.27802
264,1,3,4945,,2,35,1,
264,0,3,4946,1,5,50,1,10.1741
264,0,3,4947,1,2,30,0,9.892485
264,1,3,4948,1,6,25,0,11.95704
264,1,3,4949,,4,35,0,
264,1,3,4950,1,3,40,1,10.18548
264,1,3,4951,1,3,40,1,10.00571
264,0,3,4952,1,2,35,1,10.74517
264,1,3,4953,,2,50,0,
264,1,3,4954,,3,50,0,
264,1,3,4955,1,2,40,0,9.232129
264,1,3,4956,1,6,30,0,10.21018
264,1,3,4957,1,4,30,0,10.65504
264,0,3,4958,,4,30,0,
264,1,3,4959,1,2,30,1,9.189357
264,0,3,4960,1,2,40,0,9.879182
264,1,3,4961,1,4,25,1,10.27631
264,0,3,4962,,6,35,1,
264,1,3,4963,1,6,35,1,9.94851
264,1,3,4964,1,4,40,1,9.289075
264,1,3,4965,1,4,50,0,10.80415
264,1,3,4966,1,5,30,0,11.24934
264,1,3,4967,1,3,40,1,10.96239
264,1,3,4968,1,4,40,0,9.332332
264,0,3,4969,1,4,30,0,9.598742
264,0,3,4970,0,6,40,1,10.60051
264,1,3,4971,,4,40,0,
264,1,3,4972,1,5,40,1,11.37995
264,0,3,4973,1,4,40,1,10.93106
264,1,3,4974,,4,30,1,
264,1,3,4975,1,4,30,1,9.45927
264,1,3,4976,1,5,25,1,10.71031
264,1,3,4977,,4,30,0,
264,0,3,4978,1,3,25,0,10.05513
264,1,3,4979,1,4,40,1,9.738194
264,0,3,4980,1,5,30,0,11.12978
264,1,3,4981,1,4,40,1,10.88632
264,1,3,4982,1,5,35,0,9.809422
264,1,3,4983,,5,30,1,
264,0,3,4984,1,3,35,0,9.418769
264,1,3,4985,1,2,40,0,10.24829
264,1,3,4986,,6,30,1,
264,1,3,4987,1,6,40,1,12.09224
264,1,3,4988,1,4,35,1,10.66364
264,1,3,4989,1,6,40,1,12.60516
264,1,3,4990,1,4,35,0,9.707364
264,1,3,4991,1,2,40,1,10.49056
264,1,3,4992,,5,30,1,
264,1,3,4993,1,2,40,1,10.42332
264,0,3,4994,,4,40,0,
264,1,3,4995,1,6,35,1,10.44579
264,0,3,4996,1,6,25,1,10.80225
264,1,3,4997,,6,45,0,
264,1,3,4998,1,5,45,0,11.27285
264,1,3,4999,1,2,25,1,9.226856
264,1,3,5000,,2,30,1,
264,1,3,5001,1,4,50,0,11.08689
264,1,3,5002,1,4,40,1,10.69524
264,1,3,5003,1,2,30,0,10.25777
264,0,3,5004,1,4,40,0,9.928521
264,1,3,5005,1,4,35,0,9.514499
264,0,3,5006,1,2,40,1,9.834979
264,0,3,5007,1,4,30,1,11.58798
264,1,3,5008,1,6,35,1,11.28487
264,1,3,5009,1,3,40,0,10.62994
264,1,3,5010,1,3,30,1,10.20828
264,1,3,5011,,3,25,1,
264,1,3,5012,1,4,30,0,10.66249
264,1,3,5013,1,4,35,1,9.494514
264,1,3,5014,1,3,40,0,9.964596
264,0,3,5015,0,4,30,1,9.945442
264,1,3,5016,1,2,45,1,9.453286
264,1,3,5017,1,6,35,0,10.64923
264,1,3,5018,,3,45,0,
264,1,3,5019,1,2,45,0,10.10351
264,0,3,5020,1,6,40,0,10.12666
264,1,3,5021,1,2,45,1,9.157389
264,1,3,5022,1,2,35,1,9.122954
264,1,3,5023,1,4,30,0,9.477246
264,0,3,5024,0,6,50,1,10.64102
264,0,3,5025,1,6,40,0,11.03658
264,1,3,5026,1,4,50,0,10.80147
264,0,3,5027,1,5,30,1,10.35555
